PRUID,Name,NameFR,Date,Confirmed_Cases,Probable_Cases,Deaths,Total_Cases,Cases_Today,Percent_Today,ObjectId,Deaths_Today,Current_Day,Number_Recovered,Number_Tested,RecoveredToday,TestedToday,Precent_Recovered,Percent_Death,Percent_Active
24,Quebec,Québec,2020/05/26 12:00:00+00,48598,0,4139,48598,614,1.28,1206,70,0,14999,395775,345,6157,30.86,8.52,60.62
35,Ontario,Ontario,2020/05/26 12:00:00+00,26191,0,2123,26191,287,1.11,1207,21,0,19958,608832,260,9552,76.2,8.11,15.69
46,Manitoba,Manitoba,2020/05/26 12:00:00+00,281,11,7,292,0,0,1208,0,0,269,38775,1,703,92.12,2.4,5.48
47,Saskatchewan,Saskatchewan,2020/05/26 12:00:00+00,634,0,8,634,0,0,1209,1,0,549,40509,3,205,86.59,1.26,12.15
48,Alberta,Alberta,2020/05/26 12:00:00+00,6901,0,139,6901,22,0.32,1210,1,0,6048,221173,69,2433,87.64,2.01,10.35
59,British Columbia,Colombie-Britannique,2020/05/26 12:00:00+00,2541,0,161,2541,11,0.43,1211,0,0,2122,115269,20,464,83.51,6.34,10.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/05/26 12:00:00+00,260,0,3,260,0,0,1212,0,0,255,11474,1,141,98.08,1.15,0.77
1,Canada,Canada,2020/05/27 12:00:00+00,87508,11,6765,87519,872,1.01,1213,126,0,46177,1530931,825,27941,52.76,7.73,39.51
99,Repatriated travellers,Voyageurs rapatriés,2020/05/27 12:00:00+00,13,0,0,13,0,0,1214,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/05/27 12:00:00+00,0,0,0,0,0,0,1215,0,0,0,726,0,13,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/05/27 12:00:00+00,5,0,0,5,0,0,1216,0,0,5,1973,0,18,100,0,0
60,Yukon,Yukon,2020/05/27 12:00:00+00,11,0,0,11,0,0,1217,0,0,11,1159,0,5,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/05/27 12:00:00+00,27,0,0,27,0,0,1218,0,0,27,5889,0,258,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/05/27 12:00:00+00,1053,0,59,1053,1,0.1,1219,0,0,975,41075,-1,741,92.59,5.6,1.8
13,New Brunswick,Nouveau-Brunswick,2020/05/27 12:00:00+00,123,0,0,123,1,0.82,1220,0,0,120,21644,0,324,97.56,0,2.44
24,Quebec,Québec,2020/05/27 12:00:00+00,49139,0,4228,49139,541,1.11,1221,89,0,15319,402059,320,6284,31.17,8.6,60.22
35,Ontario,Ontario,2020/05/27 12:00:00+00,26483,0,2155,26483,292,1.11,1222,32,0,20372,623470,414,14638,76.92,8.14,14.94
46,Manitoba,Manitoba,2020/05/27 12:00:00+00,281,11,7,292,0,0,1223,0,0,271,39790,2,1015,92.81,2.4,4.79
47,Saskatchewan,Saskatchewan,2020/05/27 12:00:00+00,637,0,10,637,3,0.47,1224,2,0,559,40969,10,460,87.76,1.57,10.68
48,Alberta,Alberta,2020/05/27 12:00:00+00,6926,0,141,6926,25,0.36,1225,2,0,6106,223771,58,2598,88.16,2.04,9.8
59,British Columbia,Colombie-Britannique,2020/05/27 12:00:00+00,2550,0,162,2550,9,0.35,1226,1,0,2144,116762,22,1493,84.08,6.35,9.57
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/05/27 12:00:00+00,260,0,3,260,0,0,1227,0,0,255,11568,0,94,98.08,1.15,0.77
12,Nova Scotia,Nouvelle-Écosse,2020/05/28 12:00:00+00,1055,0,59,1055,2,0.19,1228,0,0,977,41783,2,708,92.61,5.59,1.8
99,Repatriated travellers,Voyageurs rapatriés,2020/05/28 12:00:00+00,13,0,0,13,0,0,1229,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/05/28 12:00:00+00,0,0,0,0,0,0,1230,0,0,0,741,0,15,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/05/28 12:00:00+00,5,0,0,5,0,0,1231,0,0,5,1994,0,21,100,0,0
60,Yukon,Yukon,2020/05/28 12:00:00+00,11,0,0,11,0,0,1232,0,0,11,1163,0,4,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/05/28 12:00:00+00,27,0,0,27,0,0,1233,0,0,27,5889,0,0,100,0,0
13,New Brunswick,Nouveau-Brunswick,2020/05/28 12:00:00+00,126,0,0,126,3,2.44,1234,0,0,120,21980,0,336,95.24,0,4.76
1,Canada,Canada,2020/05/28 12:00:00+00,88501,11,6877,88512,993,1.13,1235,112,0,46853,1585235,676,54304,52.93,7.77,39.3
24,Quebec,Québec,2020/05/28 12:00:00+00,49702,0,4302,49702,563,1.15,1236,74,0,15618,409135,299,7076,31.42,8.66,59.92
35,Ontario,Ontario,2020/05/28 12:00:00+00,26866,0,2189,26866,383,1.45,1237,34,0,20673,640509,301,17039,76.95,8.15,14.9
46,Manitoba,Manitoba,2020/05/28 12:00:00+00,283,11,7,294,2,0.68,1238,0,0,273,40709,2,919,92.86,2.38,4.76
47,Saskatchewan,Saskatchewan,2020/05/28 12:00:00+00,639,0,10,639,2,0.31,1239,0,0,568,41605,9,636,88.89,1.56,9.55
48,Alberta,Alberta,2020/05/28 12:00:00+00,6955,0,143,6955,29,0.42,1240,2,0,6160,226364,54,2593,88.57,2.06,9.37
59,British Columbia,Colombie-Britannique,2020/05/28 12:00:00+00,2558,0,164,2558,8,0.31,1241,2,0,2153,118177,9,1415,84.17,6.41,9.42
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/05/28 12:00:00+00,261,0,3,261,1,0.38,1242,0,0,255,11769,0,201,97.7,1.15,1.15
1,Canada,Canada,2020/05/29 12:00:00+00,89407,11,6979,89418,906,1.02,1243,102,0,47533,1596449,680,11214,53.16,7.8,39.04
99,Repatriated travellers,Voyageurs rapatriés,2020/05/29 12:00:00+00,13,0,0,13,0,0,1244,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/05/29 12:00:00+00,0,0,0,0,0,0,1245,0,0,0,749,0,8,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/05/29 12:00:00+00,27,0,0,27,0,0,1246,0,0,27,6168,0,279,100,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020/05/29 12:00:00+00,5,0,0,5,0,0,1247,0,0,5,2001,0,7,100,0,0
60,Yukon,Yukon,2020/05/29 12:00:00+00,11,0,0,11,0,0,1248,0,0,11,1176,0,13,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/05/29 12:00:00+00,1055,0,59,1055,0,0,1249,0,0,978,42309,1,526,92.7,5.59,1.71
47,Saskatchewan,Saskatchewan,2020/05/29 12:00:00+00,641,0,10,641,2,0.31,1250,0,0,570,42114,2,509,88.92,1.56,9.52
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/05/29 12:00:00+00,261,0,3,261,0,0,1251,0,0,255,11871,0,102,97.7,1.15,1.15
59,British Columbia,Colombie-Britannique,2020/05/29 12:00:00+00,2562,0,164,2562,4,0.16,1252,0,0,2170,119999,17,1822,84.7,6.4,8.9
48,Alberta,Alberta,2020/05/29 12:00:00+00,6979,0,143,6979,24,0.35,1253,0,0,6220,229675,60,3311,89.12,2.05,8.83
13,New Brunswick,Nouveau-Brunswick,2020/05/29 12:00:00+00,128,0,0,128,2,1.59,1254,0,0,120,22508,0,528,93.75,0,6.25
35,Ontario,Ontario,2020/05/29 12:00:00+00,27210,0,2230,27210,344,1.28,1255,41,0,20983,658429,310,17920,77.12,8.2,14.69
24,Quebec,Québec,2020/05/29 12:00:00+00,50232,0,4363,50232,530,1.07,1256,61,0,15908,417796,290,8661,31.67,8.69,59.65
46,Manitoba,Manitoba,2020/05/29 12:00:00+00,283,11,7,294,0,0,1257,0,0,273,41578,0,869,92.86,2.38,4.76
1,Canada,Canada,2020/05/30 12:00:00+00,90179,11,7073,90190,772,0.86,1258,94,0,48116,1634277,583,37828,53.35,7.84,38.81
99,Repatriated travellers,Voyageurs rapatriés,2020/05/30 12:00:00+00,13,0,0,13,0,0,1259,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/05/30 12:00:00+00,0,0,0,0,0,0,1260,0,0,0,772,0,23,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/05/30 12:00:00+00,5,0,0,5,0,0,1261,0,0,5,2001,0,0,100,0,0
60,Yukon,Yukon,2020/05/30 12:00:00+00,11,0,0,11,0,0,1262,0,0,11,1176,0,0,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/05/30 12:00:00+00,1056,0,60,1056,1,0.09,1263,1,0,978,42904,0,595,92.61,5.68,1.7
13,New Brunswick,Nouveau-Brunswick,2020/05/30 12:00:00+00,129,0,0,129,1,0.78,1264,0,0,120,23157,0,649,93.02,0,6.98
11,Prince Edward Island,Île-du-Prince-Édouard,2020/05/30 12:00:00+00,27,0,0,27,0,0,1265,0,0,27,6302,0,134,100,0,0
24,Quebec,Québec,2020/05/30 12:00:00+00,50651,0,4439,50651,419,0.83,1266,76,0,16070,428895,162,11099,31.73,8.76,59.51
35,Ontario,Ontario,2020/05/30 12:00:00+00,27533,0,2247,27533,323,1.19,1267,17,0,21353,678394,370,19965,77.55,8.16,14.28
46,Manitoba,Manitoba,2020/05/30 12:00:00+00,283,11,7,294,0,0,1268,0,0,278,41578,5,0,94.56,2.38,3.06
47,Saskatchewan,Saskatchewan,2020/05/30 12:00:00+00,645,0,10,645,4,0.62,1269,0,0,580,42674,10,560,89.92,1.55,8.53
48,Alberta,Alberta,2020/05/30 12:00:00+00,6992,0,143,6992,13,0.19,1270,0,0,6245,232702,25,3027,89.32,2.05,8.64
59,British Columbia,Colombie-Britannique,2020/05/30 12:00:00+00,2573,0,164,2573,11,0.43,1271,0,0,2181,121573,11,1574,84.76,6.37,8.86
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/05/30 12:00:00+00,261,0,3,261,0,0,1272,0,0,255,12073,0,202,97.7,1.15,1.15
1,Canada,Canada,2020/05/31 12:00:00+00,90936,11,7295,90947,757,0.84,1273,222,0,48892,1665831,776,31554,53.76,8.02,38.22
99,Repatriated travellers,Voyageurs rapatriés,2020/05/31 12:00:00+00,13,0,0,13,0,0,1274,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/05/31 12:00:00+00,0,0,0,0,0,0,1275,0,0,0,778,0,6,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/05/31 12:00:00+00,5,0,0,5,0,0,1276,0,0,5,2001,0,0,100,0,0
60,Yukon,Yukon,2020/05/31 12:00:00+00,11,0,0,11,0,0,1277,0,0,11,1176,0,0,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/05/31 12:00:00+00,27,0,0,27,0,0,1278,0,0,27,6438,0,136,100,0,0
13,New Brunswick,Nouveau-Brunswick,2020/05/31 12:00:00+00,132,0,0,132,3,2.33,1279,0,0,120,24667,0,1510,90.91,0,9.09
12,Nova Scotia,Nouvelle-Écosse,2020/05/31 12:00:00+00,1056,0,60,1056,0,0,1280,0,0,981,43287,3,383,92.9,5.68,1.42
24,Quebec,Québec,2020/05/31 12:00:00+00,51059,0,4641,51059,408,0.81,1281,202,0,16346,436799,276,7904,32.01,9.09,58.9
35,Ontario,Ontario,2020/05/31 12:00:00+00,27859,0,2266,27859,326,1.18,1282,19,0,21810,694851,457,16457,78.29,8.13,13.58
46,Manitoba,Manitoba,2020/05/31 12:00:00+00,284,11,7,295,1,0.34,1283,0,0,278,41578,0,0,94.24,2.37,3.39
47,Saskatchewan,Saskatchewan,2020/05/31 12:00:00+00,646,0,11,646,1,0.16,1284,1,0,582,43284,2,610,90.09,1.7,8.2
48,Alberta,Alberta,2020/05/31 12:00:00+00,7010,0,143,7010,18,0.26,1285,0,0,6283,235415,38,2713,89.63,2.04,8.33
59,British Columbia,Colombie-Britannique,2020/05/31 12:00:00+00,2573,0,164,2573,0,0,1286,0,0,2181,123293,0,1720,84.76,6.37,8.86
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/05/31 12:00:00+00,261,0,3,261,0,0,1287,0,0,255,12188,0,115,97.7,1.15,1.15
1,Canada,Canada,2020/06/01 12:00:00+00,91694,11,7326,91705,758,0.83,1288,31,0,49739,1695918,847,30087,54.24,7.99,37.77
99,Repatriated travellers,Voyageurs rapatriés,2020/06/01 12:00:00+00,13,0,0,13,0,0,1289,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/01 12:00:00+00,0,0,0,0,0,0,1290,0,0,0,784,0,6,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/06/01 12:00:00+00,5,0,0,5,0,0,1291,0,0,5,2052,0,51,100,0,0
60,Yukon,Yukon,2020/06/01 12:00:00+00,11,0,0,11,0,0,1292,0,0,11,1176,0,0,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/06/01 12:00:00+00,27,0,0,27,0,0,1293,0,0,27,6531,0,93,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/06/01 12:00:00+00,1057,0,60,1057,1,0.09,1294,0,0,984,43676,3,389,93.09,5.68,1.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/06/01 12:00:00+00,261,0,3,261,0,0,1295,0,0,255,12253,0,65,97.7,1.15,1.15
24,Quebec,Québec,2020/06/01 12:00:00+00,51354,0,4661,51354,295,0.58,1296,20,0,16597,444782,251,7983,32.32,9.08,58.6
35,Ontario,Ontario,2020/06/01 12:00:00+00,28263,0,2276,28263,404,1.45,1297,10,0,22153,708760,343,13909,78.38,8.05,13.57
46,Manitoba,Manitoba,2020/06/01 12:00:00+00,284,11,7,295,0,0,1298,0,0,278,43807,0,2229,94.24,2.37,3.39
47,Saskatchewan,Saskatchewan,2020/06/01 12:00:00+00,646,0,11,646,0,0,1299,0,0,588,43657,6,373,91.02,1.7,7.28
48,Alberta,Alberta,2020/06/01 12:00:00+00,7044,0,143,7044,34,0.49,1300,0,0,6501,237747,218,2332,92.29,2.03,5.68
59,British Columbia,Colombie-Britannique,2020/06/01 12:00:00+00,2597,0,165,2597,24,0.93,1301,1,0,2207,123788,26,495,84.98,6.35,8.66
13,New Brunswick,Nouveau-Brunswick,2020/06/01 12:00:00+00,132,0,0,132,0,0,1302,0,0,120,26829,0,2162,90.91,0,9.09
1,Canada,Canada,2020/06/02 12:00:00+00,92399,11,7395,92410,705,0.77,1303,69,0,50357,1724250,618,28332,54.49,8,37.5
99,Repatriated travellers,Voyageurs rapatriés,2020/06/02 12:00:00+00,13,0,0,13,0,0,1304,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/02 12:00:00+00,0,0,0,0,0,0,1305,0,0,0,792,0,8,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/06/02 12:00:00+00,5,0,0,5,0,0,1306,0,0,5,2055,0,3,100,0,0
60,Yukon,Yukon,2020/06/02 12:00:00+00,11,0,0,11,0,0,1307,0,0,11,1192,0,16,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/06/02 12:00:00+00,1057,0,60,1057,0,0,1308,0,0,992,44180,8,504,93.85,5.68,0.47
11,Prince Edward Island,Île-du-Prince-Édouard,2020/06/02 12:00:00+00,27,0,0,27,0,0,1309,0,0,27,6645,0,114,100,0,0
13,New Brunswick,Nouveau-Brunswick,2020/06/02 12:00:00+00,133,0,0,133,1,0.76,1310,0,0,120,28827,0,1998,90.23,0,9.77
59,British Columbia,Colombie-Britannique,2020/06/02 12:00:00+00,2601,0,165,2601,4,0.15,1311,0,0,2229,125418,22,1630,85.7,6.34,7.96
48,Alberta,Alberta,2020/06/02 12:00:00+00,7057,0,143,7057,13,0.18,1312,0,0,6537,240477,36,2730,92.63,2.03,5.34
47,Saskatchewan,Saskatchewan,2020/06/02 12:00:00+00,646,0,11,646,0,0,1313,0,0,602,43932,14,275,93.19,1.7,5.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/06/02 12:00:00+00,261,0,3,261,0,0,1314,0,0,256,12433,1,180,98.08,1.15,0.77
35,Ontario,Ontario,2020/06/02 12:00:00+00,28709,0,2293,28709,446,1.58,1315,17,0,22484,723506,331,14746,78.32,7.99,13.7
24,Quebec,Québec,2020/06/02 12:00:00+00,51593,0,4713,51593,239,0.47,1316,52,0,16803,450317,206,5535,32.57,9.13,58.3
46,Manitoba,Manitoba,2020/06/02 12:00:00+00,286,11,7,297,2,0.68,1317,0,0,278,44400,0,593,93.6,2.36,4.04
1,Canada,Canada,2020/06/03 12:00:00+00,93074,11,7498,93085,675,0.73,1318,103,0,51048,1755926,691,31676,54.84,8.06,37.1
99,Repatriated travellers,Voyageurs rapatriés,2020/06/03 12:00:00+00,13,0,0,13,0,0,1319,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/03 12:00:00+00,0,0,0,0,0,0,1320,0,0,0,801,0,9,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/06/03 12:00:00+00,5,0,0,5,0,0,1321,0,0,5,2055,0,0,100,0,0
60,Yukon,Yukon,2020/06/03 12:00:00+00,11,0,0,11,0,0,1322,0,0,11,1192,0,0,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/06/03 12:00:00+00,1058,0,60,1058,1,0.09,1323,0,0,993,44644,1,464,93.86,5.67,0.47
13,New Brunswick,Nouveau-Brunswick,2020/06/03 12:00:00+00,135,0,0,135,2,1.5,1324,0,0,120,29777,0,950,88.89,0,11.11
11,Prince Edward Island,Île-du-Prince-Édouard,2020/06/03 12:00:00+00,27,0,0,27,0,0,1325,0,0,27,6776,0,131,100,0,0
24,Quebec,Québec,2020/06/03 12:00:00+00,51884,0,4794,51884,291,0.56,1326,81,0,17098,456561,295,6244,32.95,9.24,57.81
35,Ontario,Ontario,2020/06/03 12:00:00+00,29047,0,2312,29047,338,1.18,1327,19,0,22811,740469,327,16963,78.53,7.96,13.51
46,Manitoba,Manitoba,2020/06/03 12:00:00+00,287,11,7,298,1,0.34,1328,0,0,282,45128,4,728,94.63,2.35,3.02
47,Saskatchewan,Saskatchewan,2020/06/03 12:00:00+00,647,0,11,647,1,0.15,1329,0,0,602,44372,0,440,93.04,1.7,5.26
48,Alberta,Alberta,2020/06/03 12:00:00+00,7076,0,145,7076,19,0.27,1330,2,0,6587,244780,50,4303,93.09,2.05,4.86
59,British Columbia,Colombie-Britannique,2020/06/03 12:00:00+00,2623,0,166,2623,22,0.85,1331,1,0,2243,126694,14,1276,85.51,6.33,8.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/06/03 12:00:00+00,261,0,3,261,0,0,1332,0,0,256,12601,0,168,98.08,1.15,0.77
1,Canada,Canada,2020/06/04 12:00:00+00,93715,11,7637,93726,641,0.69,1333,139,0,51739,1791106,691,35180,55.2,8.15,36.65
99,Repatriated travellers,Voyageurs rapatriés,2020/06/04 12:00:00+00,13,0,0,13,0,0,1334,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/04 12:00:00+00,0,0,0,0,0,0,1335,0,0,0,814,0,13,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/06/04 12:00:00+00,5,0,0,5,0,0,1336,0,0,5,2083,0,28,100,0,0
60,Yukon,Yukon,2020/06/04 12:00:00+00,11,0,0,11,0,0,1337,0,0,11,1201,0,9,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/06/04 12:00:00+00,27,0,0,27,0,0,1338,0,0,27,6925,0,149,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/06/04 12:00:00+00,1058,0,61,1058,0,0,1339,1,0,995,45224,2,580,94.05,5.77,0.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/06/04 12:00:00+00,261,0,3,261,0,0,1340,0,0,256,12803,0,202,98.08,1.15,0.77
24,Quebec,Québec,2020/06/04 12:00:00+00,52143,0,4885,52143,259,0.5,1341,91,0,17336,463267,238,6706,33.25,9.37,57.38
35,Ontario,Ontario,2020/06/04 12:00:00+00,29403,0,2357,29403,356,1.23,1342,45,0,23208,760610,397,20141,78.93,8.02,13.05
46,Manitoba,Manitoba,2020/06/04 12:00:00+00,287,11,7,298,0,0,1343,0,0,284,46033,2,905,95.3,2.35,2.35
47,Saskatchewan,Saskatchewan,2020/06/04 12:00:00+00,648,0,11,648,1,0.15,1344,0,0,608,45036,6,664,93.83,1.7,4.48
48,Alberta,Alberta,2020/06/04 12:00:00+00,7091,0,146,7091,15,0.21,1345,1,0,6611,248423,24,3643,93.23,2.06,4.71
59,British Columbia,Colombie-Britannique,2020/06/04 12:00:00+00,2632,0,166,2632,9,0.34,1346,0,0,2265,128341,22,1647,86.06,6.31,7.64
13,New Brunswick,Nouveau-Brunswick,2020/06/04 12:00:00+00,136,0,1,136,1,0.74,1347,1,0,120,30270,0,493,88.24,0.74,11.03
1,Canada,Canada,2020/06/05 12:00:00+00,94324,11,7703,94335,609,0.65,1348,66,0,52568,1830498,829,39392,55.72,8.17,36.11
99,Repatriated travellers,Voyageurs rapatriés,2020/06/05 12:00:00+00,13,0,0,13,0,0,1349,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/05 12:00:00+00,0,0,0,0,0,0,1350,0,0,0,821,0,7,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/06/05 12:00:00+00,5,0,0,5,0,0,1351,0,0,5,2097,0,14,100,0,0
60,Yukon,Yukon,2020/06/05 12:00:00+00,11,0,0,11,0,0,1352,0,0,11,1201,0,0,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/06/05 12:00:00+00,27,0,0,27,0,0,1353,0,0,27,7111,0,186,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/06/05 12:00:00+00,1058,0,61,1058,0,0,1354,0,0,997,45709,2,485,94.23,5.77,0
13,New Brunswick,Nouveau-Brunswick,2020/06/05 12:00:00+00,136,0,1,136,0,0,1355,0,0,121,30645,1,375,88.97,0.74,10.29
24,Quebec,Québec,2020/06/05 12:00:00+00,52398,0,4935,52398,255,0.49,1356,50,0,17764,470862,428,7595,33.9,9.42,56.68
35,Ontario,Ontario,2020/06/05 12:00:00+00,29747,0,2372,29747,344,1.17,1357,15,0,23583,782597,375,21987,79.28,7.97,12.75
46,Manitoba,Manitoba,2020/06/05 12:00:00+00,289,11,7,300,2,0.67,1358,0,0,284,46668,0,635,94.67,2.33,3
47,Saskatchewan,Saskatchewan,2020/06/05 12:00:00+00,649,0,11,649,1,0.15,1359,0,0,611,45623,3,587,94.14,1.69,4.16
48,Alberta,Alberta,2020/06/05 12:00:00+00,7098,0,146,7098,7,0.1,1360,0,0,6624,254050,13,5627,93.32,2.06,4.62
59,British Columbia,Colombie-Britannique,2020/06/05 12:00:00+00,2632,0,167,2632,0,0,1361,1,0,2272,130103,7,1762,86.32,6.34,7.33
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/06/05 12:00:00+00,261,0,3,261,0,0,1362,0,0,256,12935,0,132,98.08,1.15,0.77
1,Canada,Canada,2020/06/06 12:00:00+00,95046,11,7773,95057,722,0.77,1363,70,0,53614,1868277,1046,37779,56.4,8.18,35.42
99,Repatriated travellers,Voyageurs rapatriés,2020/06/06 12:00:00+00,13,0,0,13,0,0,1364,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/06 12:00:00+00,0,0,0,0,0,0,1365,0,0,0,830,0,9,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/06/06 12:00:00+00,5,0,0,5,0,0,1366,0,0,5,2097,0,0,100,0,0
60,Yukon,Yukon,2020/06/06 12:00:00+00,11,0,0,11,0,0,1367,0,0,11,1201,0,0,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/06/06 12:00:00+00,27,0,0,27,0,0,1368,0,0,27,7197,0,86,100,0,0
12,Nova Scotia,Nouvelle-Écosse,2020/06/06 12:00:00+00,1058,0,61,1058,0,0,1369,0,0,999,46379,2,670,94.42,5.77,0
13,New Brunswick,Nouveau-Brunswick,2020/06/06 12:00:00+00,136,0,1,136,0,0,1370,0,0,121,31083,0,438,88.97,0.74,10.29
24,Quebec,Québec,2020/06/06 12:00:00+00,52624,0,4970,52624,226,0.43,1371,35,0,18412,477737,648,6875,34.99,9.44,55.57
59,British Columbia,Colombie-Britannique,2020/06/06 12:00:00+00,2632,0,167,2632,0,0,1372,0,0,2272,131722,0,1619,86.32,6.34,7.33
48,Alberta,Alberta,2020/06/06 12:00:00+00,7138,0,146,7138,40,0.56,1373,0,0,6656,259031,32,4981,93.25,2.05,4.71
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/06/06 12:00:00+00,261,0,3,261,0,0,1374,0,0,256,13192,0,257,98.08,1.15,0.77
46,Manitoba,Manitoba,2020/06/06 12:00:00+00,289,11,7,300,0,0,1375,0,0,284,46668,0,0,94.67,2.33,3
35,Ontario,Ontario,2020/06/06 12:00:00+00,30202,0,2407,30202,455,1.53,1376,35,0,23947,804946,364,22349,79.29,7.97,12.74
47,Saskatchewan,Saskatchewan,2020/06/06 12:00:00+00,650,0,11,650,1,0.15,1377,0,0,611,46118,0,495,94,1.69,4.31
1,Canada,Canada,2020/06/07 12:00:00+00,95688,11,7800,95699,642,0.68,1378,27,0,54233,1896822,619,28545,56.67,8.15,35.18
99,Repatriated travellers,Voyageurs rapatriés,2020/06/07 12:00:00+00,13,0,0,13,0,0,1379,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/07 12:00:00+00,0,0,0,0,0,0,1380,0,0,0,835,0,5,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/06/07 12:00:00+00,5,0,0,5,0,0,1381,0,0,5,2097,0,0,100,0,0
60,Yukon,Yukon,2020/06/07 12:00:00+00,11,0,0,11,0,0,1382,0,0,11,1201,0,0,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/06/07 12:00:00+00,27,0,0,27,0,0,1383,0,0,27,7444,0,247,100,0,0
13,New Brunswick,Nouveau-Brunswick,2020/06/07 12:00:00+00,137,0,1,137,1,0.74,1384,0,0,121,31445,0,362,88.32,0.73,10.95
12,Nova Scotia,Nouvelle-Écosse,2020/06/07 12:00:00+00,1059,0,61,1059,1,0.09,1385,0,0,999,46688,0,309,94.33,5.76,0
24,Quebec,Québec,2020/06/07 12:00:00+00,52849,0,4978,52849,225,0.43,1386,8,0,18714,484972,302,7235,35.41,9.42,55.17
35,Ontario,Ontario,2020/06/07 12:00:00+00,30617,0,2426,30617,415,1.37,1387,19,0,24252,823687,305,18741,79.21,7.92,12.87
46,Manitoba,Manitoba,2020/06/07 12:00:00+00,289,11,7,300,0,0,1388,0,0,284,46668,0,0,94.67,2.33,3
47,Saskatchewan,Saskatchewan,2020/06/07 12:00:00+00,650,0,11,650,0,0,1389,0,0,623,46556,12,438,95.85,1.69,2.46
48,Alberta,Alberta,2020/06/07 12:00:00+00,7138,0,146,7138,0,0,1390,0,0,6656,259031,0,0,93.25,2.05,4.71
59,British Columbia,Colombie-Britannique,2020/06/07 12:00:00+00,2632,0,167,2632,0,0,1391,0,0,2272,132787,0,1065,86.32,6.34,7.33
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/06/07 12:00:00+00,261,0,3,261,0,0,1392,0,0,256,13335,0,143,98.08,1.15,0.77
1,Canada,Canada,2020/06/08 12:00:00+00,96233,11,7835,96244,545,0.57,1393,35,0,54833,1930141,600,33319,56.97,8.14,34.89
99,Repatriated travellers,Voyageurs rapatriés,2020/06/08 12:00:00+00,13,0,0,13,0,0,1394,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/06/08 12:00:00+00,0,0,0,0,0,0,1395,0,0,0,841,0,6,,,
