PRUID,Name,NameFR,Date,Confirmed_Cases,Probable_Cases,Deaths,Total_Cases,Cases_Today,Percent_Today,ObjectId,Deaths_Today,Current_Day,Number_Recovered,Number_Tested,RecoveredToday,TestedToday,Precent_Recovered,Percent_Death,Percent_Active
47,Saskatchewan,Saskatchewan,2020/07/09 12:00:00+00,813,0,15,813,5,0.62,1870,0,0,750,62849,4,706,92.25,1.85,5.9
48,Alberta,Alberta,2020/07/09 12:00:00+00,8519,0,161,8519,37,0.44,1871,3,0,7774,441197,58,5350,91.25,1.89,6.86
59,British Columbia,Colombie-Britannique,2020/07/09 12:00:00+00,3028,0,186,3028,20,0.66,1872,0,0,2667,178658,7,1939,88.08,6.14,5.78
1,Canada,Canada,2020/07/10 12:00:00+00,107114,11,8759,107125,321,0.3,1873,10,0,70901,3142702,327,44509,66.19,8.18,25.64
99,Repatriated travellers,Voyageurs rapatriés,2020/07/10 12:00:00+00,13,0,0,13,0,0,1874,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/10 12:00:00+00,0,0,0,0,0,0,1875,0,0,0,1165,0,8,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/10 12:00:00+00,5,0,0,5,0,0,1876,0,0,5,2519,0,12,100,0,0
60,Yukon,Yukon,2020/07/10 12:00:00+00,11,0,0,11,0,0,1877,0,0,11,1327,0,5,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/10 12:00:00+00,33,0,0,33,0,0,1878,0,0,27,13872,0,207,81.82,0,18.18
12,Nova Scotia,Nouvelle-Écosse,2020/07/10 12:00:00+00,1066,0,63,1066,0,0,1879,0,0,1000,57738,1,387,93.81,5.91,0.28
13,New Brunswick,Nouveau-Brunswick,2020/07/10 12:00:00+00,166,0,2,166,0,0,1880,0,0,163,40564,0,307,98.19,1.2,0.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/10 12:00:00+00,262,0,3,262,1,0.38,1881,0,0,258,19945,0,186,98.47,1.15,0.38
24,Quebec,Québec,2020/07/10 12:00:00+00,56316,0,5612,56316,100,0.18,1882,3,0,25675,663629,59,7152,45.59,9.97,44.44
35,Ontario,Ontario,2020/07/10 12:00:00+00,36464,0,2710,36464,116,0.32,1883,7,0,32155,1582678,178,26585,88.18,7.43,4.39
46,Manitoba,Manitoba,2020/07/10 12:00:00+00,314,11,7,325,0,0,1884,0,0,314,67706,0,881,96.62,2.15,1.23
47,Saskatchewan,Saskatchewan,2020/07/10 12:00:00+00,815,0,15,815,2,0.25,1885,0,0,757,63526,7,677,92.88,1.84,5.28
48,Alberta,Alberta,2020/07/10 12:00:00+00,8596,0,160,8596,77,0.9,1886,-1,0,7844,447181,70,5984,91.25,1.86,6.89
59,British Columbia,Colombie-Britannique,2020/07/10 12:00:00+00,3053,0,187,3053,25,0.83,1887,1,0,2679,180776,12,2118,87.75,6.13,6.13
1,Canada,Canada,2020/07/11 12:00:00+00,107335,11,8773,107346,221,0.21,1888,14,0,71266,3183516,365,40814,66.39,8.17,25.44
99,Repatriated travellers,Voyageurs rapatriés,2020/07/11 12:00:00+00,13,0,0,13,0,0,1889,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/11 12:00:00+00,0,0,0,0,0,0,1890,0,0,0,1174,0,9,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/11 12:00:00+00,5,0,0,5,0,0,1891,0,0,5,2519,0,0,100,0,0
60,Yukon,Yukon,2020/07/11 12:00:00+00,11,0,0,11,0,0,1892,0,0,11,1327,0,0,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/11 12:00:00+00,33,0,0,33,0,0,1893,0,0,27,14331,0,459,81.82,0,18.18
12,Nova Scotia,Nouvelle-Écosse,2020/07/11 12:00:00+00,1066,0,63,1066,0,0,1894,0,0,1000,58100,0,362,93.81,5.91,0.28
13,New Brunswick,Nouveau-Brunswick,2020/07/11 12:00:00+00,166,0,2,166,0,0,1895,0,0,163,40881,0,317,98.19,1.2,0.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/11 12:00:00+00,262,0,3,262,0,0,1896,0,0,258,20139,0,194,98.47,1.15,0.38
24,Quebec,Québec,2020/07/11 12:00:00+00,56407,0,5620,56407,91,0.16,1897,8,0,25773,671724,98,8095,45.69,9.96,44.35
35,Ontario,Ontario,2020/07/11 12:00:00+00,36594,0,2716,36594,130,0.36,1898,6,0,32422,1611235,267,28557,88.6,7.42,3.98
46,Manitoba,Manitoba,2020/07/11 12:00:00+00,314,11,7,325,0,0,1899,0,0,314,67706,0,0,96.62,2.15,1.23
47,Saskatchewan,Saskatchewan,2020/07/11 12:00:00+00,815,0,15,815,0,0,1900,0,0,757,64258,0,732,92.88,1.84,5.28
48,Alberta,Alberta,2020/07/11 12:00:00+00,8596,0,160,8596,0,0,1901,0,0,7844,447181,0,0,91.25,1.86,6.89
59,British Columbia,Colombie-Britannique,2020/07/11 12:00:00+00,3053,0,187,3053,0,0,1902,0,0,2679,182865,0,2089,87.75,6.13,6.13
99,Repatriated travellers,Voyageurs rapatriés,2020/07/12 12:00:00+00,13,0,0,13,0,0,1903,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/12 12:00:00+00,0,0,0,0,0,0,1904,0,0,0,1174,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/12 12:00:00+00,5,0,0,5,0,0,1905,0,0,5,2519,0,0,100,0,0
60,Yukon,Yukon,2020/07/12 12:00:00+00,11,0,0,11,0,0,1906,0,0,11,1327,0,0,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/12 12:00:00+00,34,0,0,34,1,3.03,1907,0,0,27,14522,0,191,79.41,0,20.59
12,Nova Scotia,Nouvelle-Écosse,2020/07/12 12:00:00+00,1066,0,63,1066,0,0,1908,0,0,1000,58419,0,319,93.81,5.91,0.28
13,New Brunswick,Nouveau-Brunswick,2020/07/12 12:00:00+00,166,0,2,166,0,0,1909,0,0,163,41137,0,256,98.19,1.2,0.6
1,Canada,Canada,2020/07/12 12:00:00+00,107579,11,8783,107590,244,0.23,1910,10,0,71467,3212879,201,29363,66.43,8.16,25.41
24,Quebec,Québec,2020/07/12 12:00:00+00,56521,0,5627,56521,114,0.2,1911,7,0,25862,671724,89,0,45.76,9.96,44.29
35,Ontario,Ontario,2020/07/12 12:00:00+00,36723,0,2719,36723,129,0.35,1912,3,0,32534,1636119,112,24884,88.59,7.4,4
46,Manitoba,Manitoba,2020/07/12 12:00:00+00,314,11,7,325,0,0,1913,0,0,314,67706,0,0,96.62,2.15,1.23
47,Saskatchewan,Saskatchewan,2020/07/12 12:00:00+00,815,0,15,815,0,0,1914,0,0,757,65070,0,812,92.88,1.84,5.28
48,Alberta,Alberta,2020/07/12 12:00:00+00,8596,0,160,8596,0,0,1915,0,0,7844,447181,0,0,91.25,1.86,6.89
59,British Columbia,Colombie-Britannique,2020/07/12 12:00:00+00,3053,0,187,3053,0,0,1916,0,0,2679,185502,0,2637,87.75,6.13,6.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/12 12:00:00+00,262,0,3,262,0,0,1917,0,0,258,20403,0,264,98.47,1.15,0.38
1,Canada,Canada,2020/07/13 12:00:00+00,108144,11,8790,108155,565,0.53,1918,7,0,71841,3257608,374,44729,66.42,8.13,25.45
99,Repatriated travellers,Voyageurs rapatriés,2020/07/13 12:00:00+00,13,0,0,13,0,0,1919,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/13 12:00:00+00,0,0,0,0,0,0,1920,0,0,0,1174,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/13 12:00:00+00,5,0,0,5,0,0,1921,0,0,5,2583,0,64,100,0,0
60,Yukon,Yukon,2020/07/13 12:00:00+00,11,0,0,11,0,0,1922,0,0,11,1343,0,16,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/13 12:00:00+00,35,0,0,35,1,2.94,1923,0,0,27,14611,0,89,77.14,0,22.86
12,Nova Scotia,Nouvelle-Écosse,2020/07/13 12:00:00+00,1066,0,63,1066,0,0,1924,0,0,1000,58799,0,380,93.81,5.91,0.28
13,New Brunswick,Nouveau-Brunswick,2020/07/13 12:00:00+00,166,0,2,166,0,0,1925,0,0,163,41310,0,173,98.19,1.2,0.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/13 12:00:00+00,262,0,3,262,0,0,1926,0,0,258,20554,0,151,98.47,1.15,0.38
24,Quebec,Québec,2020/07/13 12:00:00+00,56621,0,5628,56621,100,0.18,1927,1,0,25911,671724,49,0,45.76,9.94,44.3
35,Ontario,Ontario,2020/07/13 12:00:00+00,36839,0,2722,36839,116,0.32,1928,3,0,32663,1656332,129,20213,88.66,7.39,3.95
46,Manitoba,Manitoba,2020/07/13 12:00:00+00,314,11,7,325,0,0,1929,0,0,317,70047,3,2341,97.54,2.15,0.31
47,Saskatchewan,Saskatchewan,2020/07/13 12:00:00+00,871,0,15,871,56,6.87,1930,0,0,766,65673,9,603,87.94,1.72,10.33
48,Alberta,Alberta,2020/07/13 12:00:00+00,8826,0,161,8826,230,2.68,1931,1,0,7989,466472,145,19291,90.52,1.82,7.66
59,British Columbia,Colombie-Britannique,2020/07/13 12:00:00+00,3115,0,189,3115,62,2.03,1932,2,0,2718,186910,39,1408,87.26,6.07,6.68
99,Repatriated travellers,Voyageurs rapatriés,2020/07/14 12:00:00+00,13,0,0,13,0,0,1933,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/14 12:00:00+00,0,0,0,0,0,0,1934,0,0,0,1185,0,11,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/14 12:00:00+00,5,0,0,5,0,0,1935,0,0,5,2594,0,11,100,0,0
60,Yukon,Yukon,2020/07/14 12:00:00+00,11,0,0,11,0,0,1936,0,0,11,1356,0,13,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/14 12:00:00+00,36,0,0,36,1,2.86,1937,0,0,27,15117,0,506,75,0,25
12,Nova Scotia,Nouvelle-Écosse,2020/07/14 12:00:00+00,1066,0,63,1066,0,0,1938,0,0,1002,59074,2,275,94,5.91,0.09
13,New Brunswick,Nouveau-Brunswick,2020/07/14 12:00:00+00,167,0,2,167,1,0.6,1939,0,0,163,41497,0,187,97.6,1.2,1.2
1,Canada,Canada,2020/07/14 12:00:00+00,108475,11,8798,108486,331,0.31,1940,8,0,72170,3302483,329,44875,66.52,8.11,25.37
24,Quebec,Québec,2020/07/14 12:00:00+00,56730,0,5633,56730,109,0.19,1941,5,0,26025,692455,114,20731,45.88,9.93,44.2
35,Ontario,Ontario,2020/07/14 12:00:00+00,36950,0,2723,36950,111,0.3,1942,1,0,32785,1672528,122,16196,88.73,7.37,3.9
46,Manitoba,Manitoba,2020/07/14 12:00:00+00,319,11,7,330,5,1.54,1943,0,0,318,70351,1,304,96.36,2.12,1.52
47,Saskatchewan,Saskatchewan,2020/07/14 12:00:00+00,876,0,15,876,5,0.57,1944,0,0,785,66157,19,484,89.61,1.71,8.68
48,Alberta,Alberta,2020/07/14 12:00:00+00,8912,0,163,8912,86,0.97,1945,2,0,8048,470871,59,4399,90.31,1.83,7.87
59,British Columbia,Colombie-Britannique,2020/07/14 12:00:00+00,3128,0,189,3128,13,0.42,1946,0,0,2730,188456,12,1546,87.28,6.04,6.68
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/14 12:00:00+00,262,0,3,262,0,0,1947,0,0,258,20766,0,212,98.47,1.15,0.38
99,Repatriated travellers,Voyageurs rapatriés,2020/07/15 12:00:00+00,13,0,0,13,0,0,1948,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/15 12:00:00+00,0,0,0,0,0,0,1949,0,0,0,1191,0,6,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/15 12:00:00+00,5,0,0,5,0,0,1950,0,0,5,2629,0,35,100,0,0
60,Yukon,Yukon,2020/07/15 12:00:00+00,11,0,0,11,0,0,1951,0,0,11,1365,0,9,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/15 12:00:00+00,36,0,0,36,0,0,1952,0,0,27,15848,0,731,75,0,25
12,Nova Scotia,Nouvelle-Écosse,2020/07/15 12:00:00+00,1067,0,63,1067,1,0.09,1953,0,0,1002,59440,0,366,93.91,5.9,0.19
13,New Brunswick,Nouveau-Brunswick,2020/07/15 12:00:00+00,168,0,2,168,1,0.6,1954,0,0,163,41838,0,341,97.02,1.19,1.79
1,Canada,Canada,2020/07/15 12:00:00+00,108816,11,8810,108827,341,0.31,1955,12,0,72485,3341893,315,39410,66.61,8.1,25.3
24,Quebec,Québec,2020/07/15 12:00:00+00,56859,0,5636,56859,129,0.23,1956,3,0,26097,699897,72,7442,45.9,9.91,44.19
35,Ontario,Ontario,2020/07/15 12:00:00+00,37052,0,2732,37052,102,0.28,1957,9,0,32920,1695520,135,22992,88.85,7.37,3.78
46,Manitoba,Manitoba,2020/07/15 12:00:00+00,319,11,7,330,0,0,1958,0,0,318,70830,0,479,96.36,2.12,1.52
47,Saskatchewan,Saskatchewan,2020/07/15 12:00:00+00,881,0,15,881,5,0.57,1959,0,0,791,66902,6,745,89.78,1.7,8.51
48,Alberta,Alberta,2020/07/15 12:00:00+00,8994,0,163,8994,82,0.92,1960,0,0,8127,475334,79,4463,90.36,1.81,7.83
59,British Columbia,Colombie-Britannique,2020/07/15 12:00:00+00,3149,0,189,3149,21,0.67,1961,0,0,2753,189991,23,1535,87.42,6,6.57
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/15 12:00:00+00,262,0,3,262,0,0,1962,0,0,258,21032,0,266,98.47,1.15,0.38
1,Canada,Canada,2020/07/16 12:00:00+00,109253,11,8827,109264,437,0.4,1963,17,0,72836,3387755,351,45862,66.66,8.08,25.26
99,Repatriated travellers,Voyageurs rapatriés,2020/07/16 12:00:00+00,13,0,0,13,0,0,1964,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/16 12:00:00+00,0,0,0,0,0,0,1965,0,0,0,1209,0,18,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/16 12:00:00+00,5,0,0,5,0,0,1966,0,0,5,2638,0,9,100,0,0
60,Yukon,Yukon,2020/07/16 12:00:00+00,11,0,0,11,0,0,1967,0,0,11,1376,0,11,100,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/16 12:00:00+00,36,0,0,36,0,0,1968,0,0,27,16188,0,340,75,0,25
12,Nova Scotia,Nouvelle-Écosse,2020/07/16 12:00:00+00,1067,0,63,1067,0,0,1969,0,0,1002,59854,0,414,93.91,5.9,0.19
13,New Brunswick,Nouveau-Brunswick,2020/07/16 12:00:00+00,168,0,2,168,0,0,1970,0,0,163,42145,0,307,97.02,1.19,1.79
24,Quebec,Québec,2020/07/16 12:00:00+00,57001,0,5646,57001,142,0.25,1971,10,0,26253,709026,156,9129,46.06,9.91,44.04
35,Ontario,Ontario,2020/07/16 12:00:00+00,37163,0,2737,37163,111,0.3,1972,5,0,33061,1721146,141,25626,88.96,7.36,3.67
46,Manitoba,Manitoba,2020/07/16 12:00:00+00,320,11,7,331,1,0.3,1973,0,0,318,71534,0,704,96.07,2.11,1.81
47,Saskatchewan,Saskatchewan,2020/07/16 12:00:00+00,923,0,15,923,42,4.77,1974,0,0,794,67867,3,965,86.02,1.63,12.35
48,Alberta,Alberta,2020/07/16 12:00:00+00,9114,0,165,9114,120,1.33,1975,2,0,8142,481161,15,5827,89.34,1.81,8.85
59,British Columbia,Colombie-Britannique,2020/07/16 12:00:00+00,3170,0,189,3170,21,0.67,1976,0,0,2789,192218,36,2227,87.98,5.96,6.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/16 12:00:00+00,262,0,3,262,0,0,1977,0,0,258,21317,0,285,98.47,1.15,0.38
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/17 12:00:00+00,36,0,0,36,0,0,1978,0,0,29,16589,2,401,80.56,0,19.44
1,Canada,Canada,2020/07/17 12:00:00+00,109658,11,8839,109669,405,0.37,1979,12,0,96689,3438041,23853,50286,88.16,8.06,3.78
99,Repatriated travellers,Voyageurs rapatriés,2020/07/17 12:00:00+00,13,0,0,13,0,0,1980,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/17 12:00:00+00,0,0,0,0,0,0,1981,0,0,0,1227,0,18,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/17 12:00:00+00,5,0,0,5,0,0,1982,0,0,5,2644,0,6,100,0,0
60,Yukon,Yukon,2020/07/17 12:00:00+00,13,0,0,13,2,18.18,1983,0,0,11,1391,0,15,84.62,0,15.38
12,Nova Scotia,Nouvelle-Écosse,2020/07/17 12:00:00+00,1067,0,63,1067,0,0,1984,0,0,1002,60250,0,396,93.91,5.9,0.19
48,Alberta,Alberta,2020/07/17 12:00:00+00,9219,0,167,9219,105,1.15,1985,2,0,8193,485822,51,4661,88.87,1.81,9.32
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/17 12:00:00+00,262,0,3,262,0,0,1986,0,0,259,21546,1,229,98.85,1.15,0
24,Quebec,Québec,2020/07/17 12:00:00+00,57142,0,5647,57142,141,0.25,1987,1,0,49939,718928,23686,9902,87.39,9.88,2.72
35,Ontario,Ontario,2020/07/17 12:00:00+00,37274,0,2746,37274,111,0.3,1988,9,0,33162,1751290,101,30144,88.97,7.37,3.66
46,Manitoba,Manitoba,2020/07/17 12:00:00+00,325,11,7,336,5,1.51,1989,0,0,318,72334,0,800,94.64,2.08,3.27
47,Saskatchewan,Saskatchewan,2020/07/17 12:00:00+00,936,0,15,936,13,1.41,1990,0,0,793,68806,-1,939,84.72,1.6,13.68
13,New Brunswick,Nouveau-Brunswick,2020/07/17 12:00:00+00,168,0,2,168,0,0,1991,0,0,163,42512,0,367,97.02,1.19,1.79
59,British Columbia,Colombie-Britannique,2020/07/17 12:00:00+00,3198,0,189,3198,28,0.88,1992,0,0,2802,194626,13,2408,87.62,5.91,6.47
1,Canada,Canada,2020/07/18 12:00:00+00,109988,11,8848,109999,330,0.3,1993,9,0,96914,3481804,225,43763,88.1,8.04,3.85
99,Repatriated travellers,Voyageurs rapatriés,2020/07/18 12:00:00+00,13,0,0,13,0,0,1994,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/18 12:00:00+00,0,0,0,0,0,0,1995,0,0,0,1243,0,16,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/18 12:00:00+00,5,0,0,5,0,0,1996,0,0,5,2644,0,0,100,0,0
60,Yukon,Yukon,2020/07/18 12:00:00+00,13,0,0,13,0,0,1997,0,0,11,1391,0,0,84.62,0,15.38
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/18 12:00:00+00,36,0,0,36,0,0,1998,0,0,29,16888,0,299,80.56,0,19.44
12,Nova Scotia,Nouvelle-Écosse,2020/07/18 12:00:00+00,1067,0,63,1067,0,0,1999,0,0,1002,60546,0,296,93.91,5.9,0.19
13,New Brunswick,Nouveau-Brunswick,2020/07/18 12:00:00+00,168,0,2,168,0,0,2000,0,0,163,42835,0,323,97.02,1.19,1.79
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/18 12:00:00+00,262,0,3,262,0,0,2001,0,0,259,21723,0,177,98.85,1.15,0
24,Quebec,Québec,2020/07/18 12:00:00+00,57300,0,5654,57300,158,0.28,2002,7,0,50027,730010,88,11082,87.31,9.87,2.83
35,Ontario,Ontario,2020/07/18 12:00:00+00,37440,0,2748,37440,166,0.45,2003,2,0,33294,1779196,132,27906,88.93,7.34,3.73
46,Manitoba,Manitoba,2020/07/18 12:00:00+00,326,11,7,337,1,0.3,2004,0,0,318,72334,0,0,94.36,2.08,3.56
47,Saskatchewan,Saskatchewan,2020/07/18 12:00:00+00,941,0,15,941,5,0.53,2005,0,0,798,69932,5,1126,84.8,1.59,13.6
48,Alberta,Alberta,2020/07/18 12:00:00+00,9219,0,167,9219,0,0,2006,0,0,8193,485822,0,0,88.87,1.81,9.32
59,British Columbia,Colombie-Britannique,2020/07/18 12:00:00+00,3198,0,189,3198,0,0,2007,0,0,2802,197164,0,2538,87.62,5.91,6.47
1,Canada,Canada,2020/07/19 12:00:00+00,110327,11,8852,110338,339,0.31,2008,4,0,97051,3520542,137,38738,87.96,8.02,4.02
99,Repatriated travellers,Voyageurs rapatriés,2020/07/19 12:00:00+00,13,0,0,13,0,0,2009,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/19 12:00:00+00,0,0,0,0,0,0,2010,0,0,0,1246,0,3,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/19 12:00:00+00,5,0,0,5,0,0,2011,0,0,5,2644,0,0,100,0,0
60,Yukon,Yukon,2020/07/19 12:00:00+00,13,0,0,13,0,0,2012,0,0,11,1391,0,0,84.62,0,15.38
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/19 12:00:00+00,36,0,0,36,0,0,2013,0,0,29,16888,0,0,80.56,0,19.44
12,Nova Scotia,Nouvelle-Écosse,2020/07/19 12:00:00+00,1067,0,63,1067,0,0,2014,0,0,1002,60915,0,369,93.91,5.9,0.19
13,New Brunswick,Nouveau-Brunswick,2020/07/19 12:00:00+00,169,0,2,169,1,0.6,2015,0,0,163,43077,0,242,96.45,1.18,2.37
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/19 12:00:00+00,262,0,3,262,0,0,2016,0,0,259,21976,0,253,98.85,1.15,0
24,Quebec,Québec,2020/07/19 12:00:00+00,57466,0,5655,57466,166,0.29,2017,1,0,50050,738437,23,8427,87.09,9.84,3.06
35,Ontario,Ontario,2020/07/19 12:00:00+00,37604,0,2751,37604,164,0.44,2018,3,0,33407,1805206,113,26010,88.84,7.32,3.85
46,Manitoba,Manitoba,2020/07/19 12:00:00+00,332,11,7,343,6,1.78,2019,0,0,318,72334,0,0,92.71,2.04,5.25
47,Saskatchewan,Saskatchewan,2020/07/19 12:00:00+00,943,0,15,943,2,0.21,2020,0,0,799,71011,1,1079,84.73,1.59,13.68
48,Alberta,Alberta,2020/07/19 12:00:00+00,9219,0,167,9219,0,0,2021,0,0,8193,485822,0,0,88.87,1.81,9.32
59,British Columbia,Colombie-Britannique,2020/07/19 12:00:00+00,3198,0,189,3198,0,0,2022,0,0,2802,199519,0,2355,87.62,5.91,6.47
1,Canada,Canada,2020/07/20 12:00:00+00,111113,11,8858,111124,786,0.71,2023,6,0,97474,3573630,423,53088,87.72,7.97,4.31
99,Repatriated travellers,Voyageurs rapatriés,2020/07/20 12:00:00+00,13,0,0,13,0,0,2024,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/20 12:00:00+00,0,0,0,0,0,0,2025,0,0,0,1246,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/20 12:00:00+00,5,0,0,5,0,0,2026,0,0,5,2644,0,0,100,0,0
60,Yukon,Yukon,2020/07/20 12:00:00+00,13,0,0,13,0,0,2027,0,0,11,1417,0,26,84.62,0,15.38
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/20 12:00:00+00,36,0,0,36,0,0,2028,0,0,31,17234,2,346,86.11,0,13.89
12,Nova Scotia,Nouvelle-Écosse,2020/07/20 12:00:00+00,1067,0,63,1067,0,0,2029,0,0,1003,61198,1,283,94,5.9,0.09
13,New Brunswick,Nouveau-Brunswick,2020/07/20 12:00:00+00,170,0,2,170,1,0.59,2030,0,0,163,43077,0,0,95.88,1.18,2.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/20 12:00:00+00,262,0,3,262,0,0,2031,0,0,259,22092,0,116,98.85,1.15,0
24,Quebec,Québec,2020/07/20 12:00:00+00,57616,0,5657,57616,150,0.26,2032,2,0,50190,747943,140,9506,87.11,9.82,3.07
35,Ontario,Ontario,2020/07/20 12:00:00+00,37739,0,2752,37739,135,0.36,2033,1,0,33513,1825435,106,20229,88.8,7.29,3.91
46,Manitoba,Manitoba,2020/07/20 12:00:00+00,343,11,7,354,11,3.21,2034,0,0,318,74634,0,2300,89.83,1.98,8.19
47,Saskatchewan,Saskatchewan,2020/07/20 12:00:00+00,962,0,15,962,19,2.01,2035,0,0,802,72127,3,1116,83.37,1.56,15.07
48,Alberta,Alberta,2020/07/20 12:00:00+00,9587,0,170,9587,368,3.99,2036,3,0,8308,503190,115,17368,86.66,1.77,11.57
59,British Columbia,Colombie-Britannique,2020/07/20 12:00:00+00,3300,0,189,3300,102,3.19,2037,0,0,2858,201317,56,1798,86.61,5.73,7.67
1,Canada,Canada,2020/07/21 12:00:00+00,111684,13,8862,111697,573,0.52,2038,4,0,97757,3616728,283,43098,87.52,7.93,4.55
99,Repatriated travellers,Voyageurs rapatriés,2020/07/21 12:00:00+00,13,0,0,13,0,0,2039,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/21 12:00:00+00,0,0,0,0,0,0,2040,0,0,0,1246,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/21 12:00:00+00,5,0,0,5,0,0,2041,0,0,5,2704,0,60,100,0,0
60,Yukon,Yukon,2020/07/21 12:00:00+00,13,0,0,13,0,0,2042,0,0,11,1435,0,18,84.62,0,15.38
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/21 12:00:00+00,36,0,0,36,0,0,2043,0,0,33,17492,2,258,91.67,0,8.33
12,Nova Scotia,Nouvelle-Écosse,2020/07/21 12:00:00+00,1067,0,63,1067,0,0,2044,0,0,1003,61477,0,279,94,5.9,0.09
13,New Brunswick,Nouveau-Brunswick,2020/07/21 12:00:00+00,170,0,2,170,0,0,2045,0,0,163,43535,0,458,95.88,1.18,2.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/07/21 12:00:00+00,263,0,3,263,1,0.38,2046,0,0,259,22356,0,264,98.48,1.14,0.38
24,Quebec,Québec,2020/07/21 12:00:00+00,57796,0,5658,57796,180,0.31,2047,1,0,50298,758349,108,10406,87.03,9.79,3.18
35,Ontario,Ontario,2020/07/21 12:00:00+00,37942,0,2753,37942,203,0.54,2048,1,0,33605,1847658,92,22223,88.57,7.26,4.17
46,Manitoba,Manitoba,2020/07/21 12:00:00+00,353,13,7,366,12,3.39,2049,0,0,318,75868,0,1234,86.89,1.91,11.2
47,Saskatchewan,Saskatchewan,2020/07/21 12:00:00+00,970,0,15,970,8,0.83,2050,0,0,813,72727,11,600,83.81,1.55,14.64
48,Alberta,Alberta,2020/07/21 12:00:00+00,9728,0,172,9728,141,1.47,2051,2,0,8363,508956,55,5766,85.97,1.77,12.26
59,British Columbia,Colombie-Britannique,2020/07/21 12:00:00+00,3328,0,189,3328,28,0.85,2052,0,0,2873,202849,15,1532,86.33,5.68,7.99
1,Canada,Canada,2020/07/22 12:00:00+00,112227,13,8870,112240,543,0.49,2053,8,0,98142,3659778,385,43050,87.44,7.9,4.66
99,Repatriated travellers,Voyageurs rapatriés,2020/07/22 12:00:00+00,13,0,0,13,0,0,2054,0,0,13,76,0,0,100,,
62,Nunavut,Nunavut,2020/07/22 12:00:00+00,0,0,0,0,0,0,2055,0,0,0,1273,0,27,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/07/22 12:00:00+00,5,0,0,5,0,0,2056,0,0,5,2704,0,0,100,0,0
60,Yukon,Yukon,2020/07/22 12:00:00+00,13,0,0,13,0,0,2057,0,0,11,1435,0,0,84.62,0,15.38
11,Prince Edward Island,Île-du-Prince-Édouard,2020/07/22 12:00:00+00,36,0,0,36,0,0,2058,0,0,34,17622,1,130,94.44,0,5.56
